title,author,century,text,etiqueta
Soneto,Luis Martín de la Plaza,15-17,"Tiñe tus aguas en señal de luto,
Guadalhorce, y aumenta tu creciente;
llora, pues no verás eternamente
flor en tu margen ni en tus plantas fruto,

que el dios del mar robó, ladrón astuto,
al que honró sol hermoso tu corriente,
como si de oro y de cristal luciente
rebelde le negaras el tributo

Venganza espera tu afrentosa injuria;
combate al mar con tus arenas hondas,
pide tu sol con guerra, no con ruego,

corre, no temas su arrogante furia,
pues que te dan para vencer sus ondas
agua mis ojos y mi boca fuego

",Religioso Mistico
Eróticas – - VI -,Esteban Manuel de Villegas,15-17,"Flote la tuya, la contraria armada
acometer feroz, rendir violento;
en el salado mar te ayudó el viento,
Marte en la tierra, en la ocasión tu espada.

Oí a la vil pasión desenfrenada,
ingrato a tu valor, le das aliento,
pues, fuerte capitán, muda de intento,
que quieres ya de una mujer gozada.

La trompa suena, el Parto se avecina,
y el pícaro sutil, que al cielo llega,
tu nombre aclama, tu persona esparce.

Necio me excusas, mucho ignoras Cina,
amor también es guerra, el campo marce,
que si es ciego el amor, la guerra es ciega.

",Religioso Mistico
A Santa Rosa de Lima,Luis Tejada y Guzmán,15-17,"Nace en provincia verde y espinosa,
tierno cogollo, apenas engendrado
entre las rosas, sol es ya del prado,
crepúsculo de olor, rayo de rosa.

De los llanos del alba apenas goza
cuando es del dueño singular cuidado,
temiendo, se la tronche el rudo arado
o se la aje mano artificiosa.

Mas ya que del cairel desaprisiona
la virgen niña, previniendo engaños,
la corta y pone en su guirnalda o zona

Así esta virgen tierna, en verdes años
cortó su autor, y puso en su corona:
¡oh, bien anticipados desengaños!

",Amoroso
Soneto,Juan B. Camacho,15-17,"Virgen más pura que el empíreo Cielo,
Aurora en quien se muestra el Sol divino
con esplendor más claro, y peregrino,
que en los demás que visten mortal velo

Ni el ángel que levanta más su vuelo
pudo con vos correr igual camino,
limpia en cualquier instante (así convino)
os hizo Dios con amoroso celo

Esta verdad, con voto, alegre canta
del Sacerdocio santo lo escogido,
lo ilustre, lo acendrado, y más devoto

Y esta es la causa que con fiesta tanta
sólo suene entre el célebre ruido,
Virgen, Limpieza, Sacerdocio, y voto

",Religioso Mistico
Soneto,Juana de Arteaga,15-17,"Alegres horas de memorias tristes
que por un breve punto que durasteis
a eterna soledad me condenasteis
en pago del contento que me disteis

Decid: ¿por qué de mí sin mí os partisteis
sabiendo vos sin vos cual me dejastes?
Y si por do vinisteis os tornastes,
¿por qué no al mismo punto que vinisteis?

¡Cuánto fue esta venida deseada
y cuán arrebatada esta venida!
Que, en fin, la mejor hora fue menguada.

No me costasteis menos que una vida:
la media en desear vuestra llegada
y la media en llorar vuestra partida.

",Amoroso
- XXXIV -,Juan de Arguijo,15-17,"A ti, de alegres vides coronado,
Baco, gran padre domador de Oriente,
he de cantar; a ti, que blandamente
templas la fuerza del mayor cuidado;

ora castigues a Licurgo airado,
o a Penteo en tus aras insolente;
ora te mire la festiva gente
en sus convites dulce y regalado.

O ya de tu Ariadna al alto asiento
subas ufano la inmortal corona;
ven fácil, ven humano al canto mío:

Que si no desmerece el sacro aliento,
mi voz penetrará la opuesta zona,
y al Tibre envidiará, el Hispalio río.

",Religioso Mistico
Soneto,Gonzalo de Ayala,15-17,"Ímpetu superior, amor ardiente
de IGNACIO solicitan el deseo
pendiente de Jesús, dichoso empleo,
unido al bien que admira ya presente

A los divinos rayos de su Oriente
humilde vuela para más trofeo,
y en total suspensión dulce recreo,
luz sobrenatural el alma siente.

Siete días IGNACIO, el cuerpo en calma,
y el alma heroicamente entretenida,
de amores muere, por amores vive.

Despierta con Jesús en cuerpo y alma,
porque en cuerpo y en alma nueva vida
IGNACIO a un tiempo de Jesús recibe

",Religioso Mistico
A Narciso,Juan de Arguijo,15-17,"Crece el insano ardor, crece el engaño
del que en las aguas vio su imagen bella;
y él, sola causa en su mortal querella,
busca el remedio y acrecienta el daño

Vuelve a verse en la fuente ¡caso extraño!:
del agua sale el fuego, mas en ella
templarlo piensa, y la enemiga estrella
sus ojos cierra al fácil desengaño

Fallecieron las fuerzas y el sentido
al ciego amante amado, que a su suerte
la costosa beldad cayó rendida

Y ahora, en flor purpúrea convertido,
el agua, que fue principio de su muerte,
hace que crezca, y prueba a darle vida.

",Melancolico
A Dido,Juan de Arguijo,15-17,"La tirana codicia del hermano,
impía ocasión del fin de tu Siqueo,
huiste fiel por el airado Egeo,
Elisa, hasta el término africano.

Donde reliquias del ardor troyano
encendieron en ti nuevo deseo;
y entregaste en infausto Himeneo
al Teucro engañador la fe y la mano

Despreciaste, en tu daño presurosa,
la merecida fama, que destruyes
con el engaño que obstinada quieres

¡Oh en ambas bodas poco venturosa!
Muriendo el uno, perseguida huyes;
huyendo el otro, desdeñada mueres.

",Religioso Mistico
A don Agustín de Salazar y Torres,Pedro de Arce,15-17,"Del uno y otro Griego Valeroso,
las heroicas hazañas que, describe,
a la inmortalidad las apercibe
el Sabio Homero en plecto armonioso

Heroicas Obras de Héroes más glorioso,
que eterno en el aplauso siempre vive,
hoy logra el tiempo, y este honor recibe,
del Docto Vera, en celo generoso.

Dulces reliquias su amistad traslada
de las inadvertencias del olvido
a la veneración de la memoria;

hoy resuena la Lira celebrada
del Castellano Apolo esclarecido
por él, que en esta fama halló su gloria

",Heroico
A la muerte de Lope de Vega,Luis Ramírez de Arellano,15-17,"Vive inmortal milagro peregrino,
que aconteciste raro a nuestra España
en cuanto el mundo en ti se desengaña
de que abriste a las Musas el camino

Ya callará la envidia del destino
obediente a su bárbara guadaña,
vive, vive inmortal, pues te acompaña,
toda una eternidad para divino

De tu gran monumento voto sea
cuanta del Pindo devoción ardiente
fue en otro tiempo en aras y en altares

Porque la envidia a su despecho vea,
que asiste a LOPE en culto reverente
de tres orbes la fe, de cuatro mares

",Religioso Mistico
A Raimundo de Peñafort,Juan Francisco Andrés,15-17,"Peña fuerte es Raimundo en su apellido,
y rey del mundo el nombre le publica;
aquél su fortaleza santa explica,
y éste cuanto hay mortal muestra rendido.

El elemento más embravecido,
cuado el mato en las ondas su fe aplica,
el viento mansamente en él se implica,
hasta haberle en la playa conducido.

Triunfó del mar airado y de los vientos,
y cuando sus preceptos obedecen,
muestra el mundo menor sus movimientos.

En unos y otros los prodigios crecen,
pues penden de su voz dos elementos,
y lo hombres escuchan, y ensordecen.

",Religioso Mistico
Soneto,Álvaro Cubillo de Aragón,15-17,"Llegó a la suma elevación Mariana,
pisó la última línea sus grandeza;
adoleció en lo grande; ¡qué fineza!
del peligro vivió ¡qué soberana!

En púrpura, en clavel, en nieve, en grana
la esmeralda rompió de su belleza;
ocasionando el riesgo a tanta Alteza,
flor que desabrochó su Abril temprana.

Dio a España sucesor, hizo inmortales
las victorias de sustos, y temores
con el laurel debido a tanta hazaña

Viva, y el Sol la de rubios cendales,
sobre azafates de encarnadas flores,
gloria a Felipe, y Príncipes de España.

",Religioso Mistico
A la muerte de Raquel,Miguel de Barrios,15-17,"Llora Jacob de su Raquel querida
la hermosura marchita en fin temprano,
que cortó poderosa y fuerte mano
del árbol engañoso de la vida

Ve la purpúrea rosa convertida
en cárdeno color, en polvo vano,
y la gala del cuerpo más lozano
postrada en tierra, a tierra reducida

«¡Ay! dice, ¡gozo incierto! ¡gloria vana!
¡mentido gusto! ¡estado nunca fijo!
¿quién fía en tu verdor vida inconstante?

Pues cuando más robusta y más lozana,
un bien que me costó tiempo prolijo
me lo quitó la muerte en un instante »

",Melancolico
- XLVI -,Juan de Arguijo,15-17,"No los mármoles rotos que contemplo,
reliquias nobles de la gran Cartago,
ni de Numancia el miserable estrago,
ni los despojos del efesio templo:

no de Sagunto el fin, único ejemplo
de la lealtad y de su injusto pago
decrecen mi dolor, ni satisfago
con su memoria el mal que nunca templo

Bien que prueba tal vez la fantasía,
mas en vano, aliviar su desventura
con el desastre de sucesos tales;

mas la razón advierte que confía
en remedio engañoso, si procura
con los ajenos consolar sus males

",Religioso Mistico
- LII -,Juan de Arguijo,15-17,"El jabalí de Arcadia, el león Nemeo,
el toro a los cien pueblos pavoroso,
cayeron a mis pies, y victorioso
de la hidra me vio el lago Lerneo

El can de tres gargantas y Tifeo,
fieras guardas del claustro tenebroso,
no burlaron mi intento generoso
ni le valió caer al fuerte Anteo.

Ejemplos de mi ilustre vencimiento
son Aceloo, Busiris y Diodemes,
y el rey a quien huir Hesperia mira

Mas ¿por qué ufano mis historias cuento
cautivo en tu prisión? ¡Cuánto más puedes
si me rendiste, oh bella Deyamira!

",Religioso Mistico
- XLIII -,Juan de Arguijo,15-17,"Si pudo de Anfión el dulce canto
juntar las piedras del tebano muro;
si con suave lira osó seguro
bajar el Tracio al reino del espanto;

si la voz regalada pudo tanto
que abrió las puertas de diamante duro,
y un rato suspendió de aquel oscuro
lugar la pena y miserable llanto;

y si del canto la admirable fuerza
enternece los fieros animales,
si enfrena la corriente de los ríos:

¿Qué nueva pena en mi dolor se esfuerza
pues con lo que descrecen otros males
se van acrecentando más los míos?

",Amoroso
A su amada,Miguel de Barrios,15-17,"En el coro de amor con voz sirena
corazones atraes, vidas encantas,
Nise divina, con dulzuras tantas,
que reduces a gloria lo que es pena.

Suspendida no canta Filomena,
la suavidad oyendo con que cantas,
y a las métricas voces que levantas,
el céfiro en los árboles no suena.

El arroyo entre flores detenido
al dulce quiebro de tu dulce lira,
queda en florido tálamo dormido.

Pues si como tu luz, tu canto admira
a quien falta razón, vida y sentido,
¿qué hará con alma quien por ti suspira?

",Amoroso
- L -,Juan de Arguijo,15-17,"Pudo con diestra lira y dulce canto
bajar Orfeo a la región oscura,
y dl dolor que eternamente dura
la fuerza suspender y el triste llanto

Del divino concento pudo tanto
la fuerza, y de su fe constante y pura,
que a recobrar su prenda mal segura
halló entrada en los reinos del espanto

Venturoso amador, si no rompiera
el precepto fatal, y conservara
el bien que con tan largo afán conquista

Mas ordena, ¡ay dolor!, la suerte fiera
que cuando con la dulce voz ganara,
vuelva a perder con la atrevida vista

",Religioso Mistico
Competencia entre la rosa y el sol,Isabel de Castro y Andrade,15-17,"Púrpura ostenta, disimula nieve,
entre malezas peregrina rosa,
que mil afectos suspendió frondosa,
que mil donaires ofendió por breve.

Madre de olores a quien ambas debe
lisonjas, no por prenda de la diosa,
mas porque a los aromas deliciosa
lo más sutil de los alientos bebe

En prevenir al sol tomó licencia:
sintiólo él, que, desde un alto risco,
sol de las flores halla que le incita;

miróla al fin ardiente basilisco,
y, ofendido de tanta competencia,
fulminando veneno la marchita.

",Religioso Mistico
A Rómulo que mató a su hermano Remo,Juan de Arguijo,15-17,"Las armas tomó apriesa el esforzado
Quirino, de su hermano mal seguro;
y en la nueva ciudad el primer muro
con la sangre fraterna fue manchado

Primero dividido que fundado
sintió el pueblo en su daño el hierro duro,
presagio cierto del rigor futuro
que amenazaba el disponer del hado

No consintió a sus ojos ver presente
algún igual al ánimo ambicioso;
ni sufrió compañero la corona

Al natural amor venció impaciente
el amor de reinar, más poderoso,
pues a su mismo hermano no perdona

",Heroico
- VII -,Juan de Arguijo,15-17,"Detén un poco la cobarde espada,
cruel Pompilio, ingrato, y considera
la justa empresa que a tu brazo espera,
y largos siglos ha de ser llorada

¿Posible es que se ve tu mano armada
contra el gran Tulio, a quien librar debiera
en igual recompensa de la fiera
muerte, a tu ingratitud encomendada?

¡Oh cuán poco aprovecha la memoria
del recibido bien; que al obstinado
ninguna cosa de su error le muda!

Desciendo el golpe sobre la alta gloria
de la latina lengua; derribado
deja el valor y la elocuencia muda

",Melancolico
Soneto,Diego de Colmenares,15-17,"Seguro bien, aun de temor siquiera
no asegura de enfado al más constante;
que a faltar el contrario repugnante,
ni triste el mal, ni el bien alegre fuera

Si por ausente sol, montaña fiera
blancas toscas arrastra, es ignorante,
que a herir perpetuo el rayo rutilante,
fuera ceniza cuanta flor espera

Visten cambrón agudo, y blanca rosa,
la planta, que al amor dedica el suelo,
porque su dulce fruta amarga cría.

Bien y mal, mezclan tela deleitosa;
la esperanza en el mal causa consuelo,
y sin temor el bien hipocresía.

",Melancolico
A don Agustín de Salazar y Torres,Melchor Fernández de León,15-17,"Llorad, Hijas de Apolo, el negro día,
que, dueño de vapor tan inhumano,
en sus arrullos a esplendor temprano
monumento cuajó de niebla fría

Llorad, y en vuestra acorde melodía
al Joven Cisne, sin el tiempo cano,
subid, por privilegio soberano,
a ser allá la décima armonía

Digo Solio será de aquel gran vuelo,
que en cada escrito la noticia advierte,
y le da a cada línea nueva gloria.

Pues acá ya nos queda por consuelo,
que eternidad, que le robó la muerte,
hoy se la restituye la memoria.

",Melancolico
Soneto,Luis Martín de la Plaza,15-17,"Segundo honor del cielo cristalino,
pues ves que al sol con sombra ahuyenta
la noche, y que, cargada de tormenta,
añade confusión a mi camino

Muestra el poder del resplandor divino,
y aquestos montes con tu plata argenta,
venga a tu hermano, y a la noche afrenta,
y válgame tu lumbre, peregrino.

Así en el mar te mires siempre llena,
y el pastor a quien das abrazos tiernos
no te desprecie por tener tres caras;

que un blanco toro ofreceré en tus aras,
que esparza con los pies la blanda arena,
y hiera el aire con agudos cuernos.

",Amoroso
Soneto,Pedro Castro y Anaya,15-17,"Copiaste en mármol la mayor belleza,
oh Lauro, y tanto a Lisis parecida,
que de las dos es una ya la vida,
y de las dos es una la dureza.

Sola a Lisis formó naturaleza,
y tú nos diste a Lisis repetida,
Lisi o la estatua en ella convertida,
¿cuál de las dos se debe a tu destreza?

No fue el impulso, no, de la escultura,
que en el mármol viviente y sucesivo
Lisis quedase de morir ajena

Arbitrio fue de Amor, que hermosa y dura
formó otra Lisis, porque en mármol vivo
viva inmortal la causa de mi pena

",Melancolico
